date,sentiment,responses
2017-02-23,neutral,4
2017-02-23,positive,4
2017-02-24,negative,4
2017-02-24,neutral,4
2017-02-27,negative,8
2017-02-28,neutral,4
2017-03-01,neutral,8
2017-03-01,positive,4
2017-03-02,negative,4
2017-03-02,neutral,4
2017-03-03,negative,4
2017-03-06,neutral,8
2017-03-07,neutral,4
2017-03-08,neutral,20
2017-03-09,positive,4
2017-03-10,neutral,4
2017-03-10,positive,4
2017-03-14,neutral,8
2017-03-14,positive,4
2017-03-15,negative,2
2017-03-15,positive,2
2017-03-16,neutral,4
2017-03-16,positive,2
2017-03-17,positive,2
2017-03-20,neutral,2
2017-03-21,negative,2
2017-03-21,neutral,2
2017-03-22,neutral,2
2017-03-27,neutral,2
2017-03-28,neutral,2
2017-03-30,neutral,2
2017-03-31,negative,2
2017-04-01,positive,2
2017-04-03,neutral,2
2017-04-04,negative,2
2017-04-05,negative,6
2017-04-05,positive,2
2017-04-06,negative,6
2017-04-06,neutral,6
2017-04-07,neutral,6
2017-04-07,positive,6
2017-04-09,positive,6
2017-04-10,negative,6
2017-04-10,neutral,12
2017-04-11,positive,6
2017-04-12,negative,6
2017-04-12,neutral,6
2017-04-13,negative,6
2017-04-13,neutral,6
2017-04-14,negative,12
2017-04-17,negative,6
2017-04-17,neutral,2
2017-04-18,positive,2
2017-04-19,negative,2
2017-04-20,neutral,2
2017-04-20,positive,4
2017-04-21,neutral,2
2017-04-24,negative,2
2017-04-24,positive,4
2017-04-25,neutral,4
2017-04-27,neutral,2
2017-04-28,neutral,4
2017-05-01,neutral,2
2017-05-01,positive,2
2017-05-02,neutral,6
2017-05-03,negative,4
2017-05-04,negative,4
2017-05-04,neutral,12
2017-05-04,positive,4
2017-05-05,neutral,4
2017-05-08,positive,8
2017-05-09,negative,12
2017-05-09,neutral,4
2017-05-09,positive,4
2017-05-10,neutral,4
2017-05-10,positive,4
2017-05-12,negative,4
2017-05-12,neutral,12
2017-05-13,neutral,4
2017-05-14,positive,4
2017-05-15,neutral,12
2017-05-16,neutral,4
2017-05-16,positive,8
2017-05-17,positive,4
2017-05-18,neutral,12
2017-05-19,neutral,4
2017-05-19,positive,4
2017-05-22,neutral,12
2017-05-23,neutral,4
2017-05-25,negative,5
2017-05-25,neutral,5
2017-05-26,negative,5
2017-05-31,negative,5
2017-05-31,positive,5
2017-06-02,neutral,5
2017-06-06,neutral,5
2017-06-07,neutral,5
2017-06-08,neutral,5
2017-06-08,positive,5
2017-06-12,negative,5
2017-06-13,positive,5
2017-06-14,neutral,5
2017-06-15,neutral,5
2017-06-18,positive,10
2017-06-20,neutral,3
2017-06-21,negative,3
2017-06-21,neutral,3
2017-06-21,positive,3
2017-06-22,neutral,3
2017-06-22,positive,3
2017-06-27,neutral,9
2017-06-28,neutral,6
2017-06-29,negative,6
2017-06-29,neutral,3
2017-06-29,positive,3
2017-07-06,positive,3
2017-07-07,neutral,8
2017-07-10,negative,5
2017-07-12,neutral,10
2017-07-13,neutral,5
2017-07-19,positive,5
2017-07-21,neutral,5
2017-07-24,neutral,5
2017-07-25,neutral,5
2017-07-27,neutral,5
2017-07-28,neutral,5
2017-07-31,neutral,5
2017-08-03,positive,5
2017-08-04,neutral,5
2017-08-07,neutral,5
2017-08-07,positive,5
2017-08-10,positive,5
2017-08-14,positive,5
2017-08-17,positive,3
2017-08-19,positive,3
2017-08-22,positive,6
2017-08-23,negative,3
2017-08-24,negative,3
2017-08-24,positive,9
2017-08-28,positive,3
2017-08-30,positive,6
2017-08-31,positive,3
2017-09-01,neutral,3
2017-09-06,positive,3
2017-09-11,negative,3
2017-09-11,positive,3
2017-09-14,neutral,3
2017-09-20,positive,4
2017-09-29,positive,4
2017-10-05,positive,4
2017-10-10,positive,4
2017-10-11,negative,8
2017-10-11,positive,4
2017-10-13,negative,4
2017-10-16,neutral,4
2017-10-17,neutral,4
2017-10-18,neutral,4
2017-10-20,positive,4
2017-10-24,positive,4
2017-10-27,neutral,8
2017-10-30,neutral,4
2017-11-01,neutral,4
2017-11-07,negative,6
2017-11-08,neutral,3
2017-11-09,neutral,3
2017-11-13,negative,6
2017-11-16,positive,9
2017-11-20,positive,3
2017-11-27,neutral,3
2017-11-27,positive,3
2017-11-28,neutral,3
2017-12-05,positive,6
2017-12-07,positive,3
2017-12-11,negative,3
2017-12-15,negative,3
2017-12-21,positive,3
2017-12-24,positive,3
2018-01-17,neutral,3
2018-01-23,neutral,3
2018-01-23,positive,6
2018-01-24,neutral,6
2018-01-26,neutral,6
2018-01-28,positive,3
2018-01-29,negative,3
2018-01-30,positive,6
2018-01-31,positive,6
2018-02-01,negative,6
2018-02-01,positive,3
2018-02-05,neutral,3
2018-02-06,neutral,2
2018-02-06,positive,7
2018-02-07,neutral,2
2018-02-07,positive,4
2018-02-09,neutral,2
2018-02-10,neutral,2
2018-02-11,neutral,2
2018-02-14,negative,2
2018-02-14,positive,2
2018-02-15,neutral,4
2018-02-16,negative,2
2018-02-16,neutral,2
2018-02-21,negative,2
2018-02-22,neutral,2
2018-03-08,positive,2
2018-03-13,positive,2
2018-03-14,positive,2
